commodity_desc,reference_period_desc,year,state_ansi,state_name,county_ansi,county_name,asd_code,asd_desc,domain_desc,source_desc,agg_level_desc,"PRODUCTION, MEASURED IN BU","YIELD, MEASURED IN BU / ACRE"
WHEAT,YEAR,2017,17,ILLINOIS,37,DE KALB,20,NORTHEAST,TOTAL,SURVEY,COUNTY,370000.0,96.1
WHEAT,YEAR,2017,17,ILLINOIS,41,DOUGLAS,70,EAST SOUTHEAST,TOTAL,SURVEY,COUNTY,53000.0,81.5
WHEAT,YEAR,2017,17,ILLINOIS,45,EDGAR,70,EAST SOUTHEAST,TOTAL,SURVEY,COUNTY,57200.0,71.5
WHEAT,YEAR,2017,17,ILLINOIS,47,EDWARDS,90,SOUTHEAST,TOTAL,SURVEY,COUNTY,271000.0,75.3
WHEAT,YEAR,2017,17,ILLINOIS,49,EFFINGHAM,70,EAST SOUTHEAST,TOTAL,SURVEY,COUNTY,449000.0,80.2
WHEAT,YEAR,2017,17,ILLINOIS,51,FAYETTE,70,EAST SOUTHEAST,TOTAL,SURVEY,COUNTY,590000.0,69.0
WHEAT,YEAR,2017,17,ILLINOIS,55,FRANKLIN,90,SOUTHEAST,TOTAL,SURVEY,COUNTY,1021000.0,77.9
WHEAT,YEAR,2017,17,ILLINOIS,57,FULTON,30,WEST,TOTAL,SURVEY,COUNTY,21300.0,60.9
WHEAT,YEAR,2017,17,ILLINOIS,65,HAMILTON,90,SOUTHEAST,TOTAL,SURVEY,COUNTY,982000.0,82.5
WHEAT,YEAR,2017,17,ILLINOIS,67,HANCOCK,30,WEST,TOTAL,SURVEY,COUNTY,142000.0,74.7
WHEAT,YEAR,2017,17,ILLINOIS,75,IROQUOIS,50,EAST,TOTAL,SURVEY,COUNTY,383000.0,78.2
WHEAT,YEAR,2017,17,ILLINOIS,83,JERSEY,60,WEST SOUTHWEST,TOTAL,SURVEY,COUNTY,113000.0,66.5
WHEAT,YEAR,2017,17,ILLINOIS,89,KANE,20,NORTHEAST,TOTAL,SURVEY,COUNTY,108000.0,86.4
WHEAT,YEAR,2017,17,ILLINOIS,93,KENDALL,20,NORTHEAST,TOTAL,SURVEY,COUNTY,66000.0,88.0
WHEAT,YEAR,2017,17,ILLINOIS,95,KNOX,30,WEST,TOTAL,SURVEY,COUNTY,61700.0,94.9
WHEAT,YEAR,2017,17,ILLINOIS,99,LA SALLE,20,NORTHEAST,TOTAL,SURVEY,COUNTY,177000.0,90.8
WHEAT,YEAR,2017,17,ILLINOIS,101,LAWRENCE,70,EAST SOUTHEAST,TOTAL,SURVEY,COUNTY,350000.0,72.2
WHEAT,YEAR,2017,17,ILLINOIS,103,LEE,10,NORTHWEST,TOTAL,SURVEY,COUNTY,73000.0,76.8
WHEAT,YEAR,2017,17,ILLINOIS,105,LIVINGSTON,50,EAST,TOTAL,SURVEY,COUNTY,272000.0,73.5
WHEAT,YEAR,2017,17,ILLINOIS,107,LOGAN,40,CENTRAL,TOTAL,SURVEY,COUNTY,58900.0,58.9
WHEAT,YEAR,2017,17,ILLINOIS,113,MCLEAN,40,CENTRAL,TOTAL,SURVEY,COUNTY,82000.0,82.0
WHEAT,YEAR,2017,17,ILLINOIS,117,MACOUPIN,60,WEST SOUTHWEST,TOTAL,SURVEY,COUNTY,502000.0,63.5
WHEAT,YEAR,2017,17,ILLINOIS,119,MADISON,60,WEST SOUTHWEST,TOTAL,SURVEY,COUNTY,941000.0,61.9
WHEAT,YEAR,2017,17,ILLINOIS,121,MARION,70,EAST SOUTHEAST,TOTAL,SURVEY,COUNTY,911000.0,71.2
WHEAT,YEAR,2017,17,ILLINOIS,125,MASON,40,CENTRAL,TOTAL,SURVEY,COUNTY,253000.0,81.6
WHEAT,YEAR,2017,17,ILLINOIS,127,MASSAC,90,SOUTHEAST,TOTAL,SURVEY,COUNTY,344000.0,90.5
WHEAT,YEAR,2017,17,ILLINOIS,133,MONROE,80,SOUTHWEST,TOTAL,SURVEY,COUNTY,1526000.0,67.8
WHEAT,YEAR,2017,17,ILLINOIS,135,MONTGOMERY,60,WEST SOUTHWEST,TOTAL,SURVEY,COUNTY,453000.0,74.3
WHEAT,YEAR,2017,17,ILLINOIS,137,MORGAN,60,WEST SOUTHWEST,TOTAL,SURVEY,COUNTY,100000.0,83.3
WHEAT,YEAR,2017,17,ILLINOIS,141,OGLE,10,NORTHWEST,TOTAL,SURVEY,COUNTY,236000.0,98.3
WHEAT,YEAR,2017,17,ILLINOIS,149,PIKE,60,WEST SOUTHWEST,TOTAL,SURVEY,COUNTY,178000.0,71.2
WHEAT,YEAR,2017,17,ILLINOIS,157,RANDOLPH,80,SOUTHWEST,TOTAL,SURVEY,COUNTY,2387000.0,83.2
WHEAT,YEAR,2017,17,ILLINOIS,159,RICHLAND,70,EAST SOUTHEAST,TOTAL,SURVEY,COUNTY,719000.0,81.7
WHEAT,YEAR,2017,17,ILLINOIS,163,ST CLAIR,80,SOUTHWEST,TOTAL,SURVEY,COUNTY,1149000.0,74.1
WHEAT,YEAR,2017,17,ILLINOIS,165,SALINE,90,SOUTHEAST,TOTAL,SURVEY,COUNTY,68100.0,68.1
WHEAT,YEAR,2017,17,ILLINOIS,167,SANGAMON,60,WEST SOUTHWEST,TOTAL,SURVEY,COUNTY,59900.0,59.9
WHEAT,YEAR,2017,17,ILLINOIS,173,SHELBY,70,EAST SOUTHEAST,TOTAL,SURVEY,COUNTY,403000.0,72.0
WHEAT,YEAR,2017,17,ILLINOIS,177,STEPHENSON,10,NORTHWEST,TOTAL,SURVEY,COUNTY,288000.0,96.0
WHEAT,YEAR,2017,17,ILLINOIS,179,TAZEWELL,40,CENTRAL,TOTAL,SURVEY,COUNTY,161000.0,80.5
WHEAT,YEAR,2017,17,ILLINOIS,181,UNION,80,SOUTHWEST,TOTAL,SURVEY,COUNTY,184000.0,76.7
WHEAT,YEAR,2017,17,ILLINOIS,183,VERMILION,50,EAST,TOTAL,SURVEY,COUNTY,149000.0,67.7
WHEAT,YEAR,2017,17,ILLINOIS,185,WABASH,90,SOUTHEAST,TOTAL,SURVEY,COUNTY,252000.0,93.3
WHEAT,YEAR,2017,17,ILLINOIS,189,WASHINGTON,80,SOUTHWEST,TOTAL,SURVEY,COUNTY,3909000.0,81.4
WHEAT,YEAR,2017,17,ILLINOIS,193,WHITE,90,SOUTHEAST,TOTAL,SURVEY,COUNTY,622000.0,74.0
WHEAT,YEAR,2017,17,ILLINOIS,197,WILL,20,NORTHEAST,TOTAL,SURVEY,COUNTY,165000.0,68.8
WHEAT,YEAR,2017,17,ILLINOIS,201,WINNEBAGO,10,NORTHWEST,TOTAL,SURVEY,COUNTY,141000.0,78.3
WHEAT,YEAR,2017,18,INDIANA,1,ADAMS,30,NORTHEAST,TOTAL,SURVEY,COUNTY,429000.0,74.0
WHEAT,YEAR,2017,18,INDIANA,3,ALLEN,30,NORTHEAST,TOTAL,SURVEY,COUNTY,871000.0,80.6
WHEAT,YEAR,2017,18,INDIANA,5,BARTHOLOMEW,50,CENTRAL,TOTAL,SURVEY,COUNTY,490000.0,76.0
WHEAT,YEAR,2017,18,INDIANA,9,BLACKFORD,60,EAST CENTRAL,TOTAL,SURVEY,COUNTY,144000.0,67.0
WHEAT,YEAR,2017,18,INDIANA,11,BOONE,50,CENTRAL,TOTAL,SURVEY,COUNTY,287000.0,82.7
WHEAT,YEAR,2017,18,INDIANA,15,CARROLL,20,NORTH CENTRAL,TOTAL,SURVEY,COUNTY,138000.0,79.3
WHEAT,YEAR,2017,18,INDIANA,17,CASS,20,NORTH CENTRAL,TOTAL,SURVEY,COUNTY,151000.0,82.1
WHEAT,YEAR,2017,18,INDIANA,19,CLARK,90,SOUTHEAST,TOTAL,SURVEY,COUNTY,215000.0,64.2
WHEAT,YEAR,2017,18,INDIANA,21,CLAY,40,WEST CENTRAL,TOTAL,SURVEY,COUNTY,41400.0,59.1
WHEAT,YEAR,2017,18,INDIANA,27,DAVIESS,70,SOUTHWEST,TOTAL,SURVEY,COUNTY,60900.0,55.9
WHEAT,YEAR,2017,18,INDIANA,31,DECATUR,50,CENTRAL,TOTAL,SURVEY,COUNTY,229000.0,66.0
WHEAT,YEAR,2017,18,INDIANA,33,DE KALB,30,NORTHEAST,TOTAL,SURVEY,COUNTY,666000.0,77.4
WHEAT,YEAR,2017,18,INDIANA,35,DELAWARE,60,EAST CENTRAL,TOTAL,SURVEY,COUNTY,123000.0,53.5
WHEAT,YEAR,2017,18,INDIANA,37,DUBOIS,70,SOUTHWEST,TOTAL,SURVEY,COUNTY,260000.0,74.3
WHEAT,YEAR,2017,18,INDIANA,39,ELKHART,20,NORTH CENTRAL,TOTAL,SURVEY,COUNTY,69000.0,71.1
WHEAT,YEAR,2017,18,INDIANA,41,FAYETTE,60,EAST CENTRAL,TOTAL,SURVEY,COUNTY,93500.0,79.9
WHEAT,YEAR,2017,18,INDIANA,45,FOUNTAIN,40,WEST CENTRAL,TOTAL,SURVEY,COUNTY,150000.0,71.4
WHEAT,YEAR,2017,18,INDIANA,47,FRANKLIN,90,SOUTHEAST,TOTAL,SURVEY,COUNTY,130000.0,66.7
WHEAT,YEAR,2017,18,INDIANA,49,FULTON,20,NORTH CENTRAL,TOTAL,SURVEY,COUNTY,99500.0,62.2
WHEAT,YEAR,2017,18,INDIANA,51,GIBSON,70,SOUTHWEST,TOTAL,SURVEY,COUNTY,1297000.0,80.1
WHEAT,YEAR,2017,18,INDIANA,53,GRANT,50,CENTRAL,TOTAL,SURVEY,COUNTY,152000.0,70.7
WHEAT,YEAR,2017,18,INDIANA,57,HAMILTON,50,CENTRAL,TOTAL,SURVEY,COUNTY,93100.0,72.7
WHEAT,YEAR,2017,18,INDIANA,59,HANCOCK,50,CENTRAL,TOTAL,SURVEY,COUNTY,221000.0,76.2
WHEAT,YEAR,2017,18,INDIANA,61,HARRISON,80,SOUTH CENTRAL,TOTAL,SURVEY,COUNTY,106000.0,67.1
WHEAT,YEAR,2017,18,INDIANA,63,HENDRICKS,50,CENTRAL,TOTAL,SURVEY,COUNTY,70800.0,73.0
WHEAT,YEAR,2017,18,INDIANA,65,HENRY,60,EAST CENTRAL,TOTAL,SURVEY,COUNTY,206000.0,67.8
WHEAT,YEAR,2017,18,INDIANA,71,JACKSON,80,SOUTH CENTRAL,TOTAL,SURVEY,COUNTY,233000.0,59.7
WHEAT,YEAR,2017,18,INDIANA,75,JAY,60,EAST CENTRAL,TOTAL,SURVEY,COUNTY,460000.0,67.0
WHEAT,YEAR,2017,18,INDIANA,79,JENNINGS,90,SOUTHEAST,TOTAL,SURVEY,COUNTY,135000.0,64.3
WHEAT,YEAR,2017,18,INDIANA,81,JOHNSON,50,CENTRAL,TOTAL,SURVEY,COUNTY,216000.0,83.1
WHEAT,YEAR,2017,18,INDIANA,83,KNOX,70,SOUTHWEST,TOTAL,SURVEY,COUNTY,470000.0,68.3
WHEAT,YEAR,2017,18,INDIANA,85,KOSCIUSKO,20,NORTH CENTRAL,TOTAL,SURVEY,COUNTY,216000.0,72.0
WHEAT,YEAR,2017,18,INDIANA,91,LA PORTE,10,NORTHWEST,TOTAL,SURVEY,COUNTY,304000.0,74.1
WHEAT,YEAR,2017,18,INDIANA,93,LAWRENCE,80,SOUTH CENTRAL,TOTAL,SURVEY,COUNTY,68900.0,76.6
WHEAT,YEAR,2017,18,INDIANA,95,MADISON,50,CENTRAL,TOTAL,SURVEY,COUNTY,84900.0,71.3
WHEAT,YEAR,2017,18,INDIANA,99,MARSHALL,20,NORTH CENTRAL,TOTAL,SURVEY,COUNTY,91500.0,70.4
WHEAT,YEAR,2017,18,INDIANA,103,MIAMI,20,NORTH CENTRAL,TOTAL,SURVEY,COUNTY,293000.0,77.7
WHEAT,YEAR,2017,18,INDIANA,107,MONTGOMERY,40,WEST CENTRAL,TOTAL,SURVEY,COUNTY,185000.0,84.1
WHEAT,YEAR,2017,18,INDIANA,113,NOBLE,30,NORTHEAST,TOTAL,SURVEY,COUNTY,234000.0,76.7
WHEAT,YEAR,2017,18,INDIANA,115,OHIO,90,SOUTHEAST,TOTAL,SURVEY,COUNTY,31600.0,63.2
WHEAT,YEAR,2017,18,INDIANA,121,PARKE,40,WEST CENTRAL,TOTAL,SURVEY,COUNTY,98500.0,70.4
WHEAT,YEAR,2017,18,INDIANA,123,PERRY,80,SOUTH CENTRAL,TOTAL,SURVEY,COUNTY,16400.0,63.1
WHEAT,YEAR,2017,18,INDIANA,127,PORTER,10,NORTHWEST,TOTAL,SURVEY,COUNTY,105000.0,77.8
WHEAT,YEAR,2017,18,INDIANA,129,POSEY,70,SOUTHWEST,TOTAL,SURVEY,COUNTY,1452000.0,80.7
WHEAT,YEAR,2017,18,INDIANA,135,RANDOLPH,60,EAST CENTRAL,TOTAL,SURVEY,COUNTY,341000.0,68.9
WHEAT,YEAR,2017,18,INDIANA,137,RIPLEY,90,SOUTHEAST,TOTAL,SURVEY,COUNTY,116000.0,58.0
WHEAT,YEAR,2017,18,INDIANA,139,RUSH,50,CENTRAL,TOTAL,SURVEY,COUNTY,340000.0,83.1
WHEAT,YEAR,2017,18,INDIANA,141,ST. JOSEPH,20,NORTH CENTRAL,TOTAL,SURVEY,COUNTY,133000.0,73.9
WHEAT,YEAR,2017,18,INDIANA,145,SHELBY,50,CENTRAL,TOTAL,SURVEY,COUNTY,364000.0,77.4
WHEAT,YEAR,2017,18,INDIANA,147,SPENCER,70,SOUTHWEST,TOTAL,SURVEY,COUNTY,92000.0,70.8
WHEAT,YEAR,2017,18,INDIANA,151,STEUBEN,30,NORTHEAST,TOTAL,SURVEY,COUNTY,350000.0,83.3
WHEAT,YEAR,2017,18,INDIANA,155,SWITZERLAND,90,SOUTHEAST,TOTAL,SURVEY,COUNTY,27200.0,49.5
WHEAT,YEAR,2017,18,INDIANA,157,TIPPECANOE,40,WEST CENTRAL,TOTAL,SURVEY,COUNTY,253000.0,76.7
WHEAT,YEAR,2017,18,INDIANA,161,UNION,60,EAST CENTRAL,TOTAL,SURVEY,COUNTY,31500.0,63.0
WHEAT,YEAR,2017,18,INDIANA,163,VANDERBURGH,70,SOUTHWEST,TOTAL,SURVEY,COUNTY,301000.0,70.0
WHEAT,YEAR,2017,18,INDIANA,167,VIGO,40,WEST CENTRAL,TOTAL,SURVEY,COUNTY,69600.0,69.6
WHEAT,YEAR,2017,18,INDIANA,169,WABASH,20,NORTH CENTRAL,TOTAL,SURVEY,COUNTY,272000.0,78.2
WHEAT,YEAR,2017,18,INDIANA,171,WARREN,40,WEST CENTRAL,TOTAL,SURVEY,COUNTY,248000.0,70.9
WHEAT,YEAR,2017,18,INDIANA,173,WARRICK,70,SOUTHWEST,TOTAL,SURVEY,COUNTY,205000.0,75.9
WHEAT,YEAR,2017,18,INDIANA,175,WASHINGTON,80,SOUTH CENTRAL,TOTAL,SURVEY,COUNTY,34700.0,56.0
WHEAT,YEAR,2017,18,INDIANA,177,WAYNE,60,EAST CENTRAL,TOTAL,SURVEY,COUNTY,180000.0,66.2
WHEAT,YEAR,2017,18,INDIANA,179,WELLS,30,NORTHEAST,TOTAL,SURVEY,COUNTY,276000.0,72.6
WHEAT,YEAR,2017,18,INDIANA,181,WHITE,10,NORTHWEST,TOTAL,SURVEY,COUNTY,173000.0,86.5
WHEAT,YEAR,2017,18,INDIANA,183,WHITLEY,30,NORTHEAST,TOTAL,SURVEY,COUNTY,513000.0,76.6
WHEAT,YEAR,2017,20,KANSAS,3,ANDERSON,80,EAST CENTRAL,TOTAL,SURVEY,COUNTY,221000.0,51.9
WHEAT,YEAR,2017,20,KANSAS,5,ATCHISON,70,NORTHEAST,TOTAL,SURVEY,COUNTY,64700.0,49.8
WHEAT,YEAR,2017,20,KANSAS,9,BARTON,50,CENTRAL,TOTAL,SURVEY,COUNTY,7344000.0,52.0
WHEAT,YEAR,2017,20,KANSAS,11,BOURBON,90,SOUTHEAST,TOTAL,SURVEY,COUNTY,160200.0,52.2
WHEAT,YEAR,2017,20,KANSAS,13,BROWN,70,NORTHEAST,TOTAL,SURVEY,COUNTY,98100.0,65.8
WHEAT,YEAR,2017,20,KANSAS,17,CHASE,80,EAST CENTRAL,TOTAL,SURVEY,COUNTY,340000.0,50.8
WHEAT,YEAR,2017,20,KANSAS,19,CHAUTAUQUA,90,SOUTHEAST,TOTAL,SURVEY,COUNTY,165000.0,54.6
WHEAT,YEAR,2017,20,KANSAS,23,CHEYENNE,10,NORTHWEST,TOTAL,SURVEY,COUNTY,5915000.0,55.4
WHEAT,YEAR,2017,20,KANSAS,25,CLARK,30,SOUTHWEST,TOTAL,SURVEY,COUNTY,2721000.0,43.9
WHEAT,YEAR,2017,20,KANSAS,27,CLAY,40,NORTH CENTRAL,TOTAL,SURVEY,COUNTY,2944500.0,55.8
WHEAT,YEAR,2017,20,KANSAS,29,CLOUD,40,NORTH CENTRAL,TOTAL,SURVEY,COUNTY,3886700.0,51.0
WHEAT,YEAR,2017,20,KANSAS,31,COFFEY,80,EAST CENTRAL,TOTAL,SURVEY,COUNTY,509000.0,55.5
WHEAT,YEAR,2017,20,KANSAS,33,COMANCHE,60,SOUTH CENTRAL,TOTAL,SURVEY,COUNTY,1764000.0,45.2
WHEAT,YEAR,2017,20,KANSAS,37,CRAWFORD,90,SOUTHEAST,TOTAL,SURVEY,COUNTY,974000.0,54.1
WHEAT,YEAR,2017,20,KANSAS,39,DECATUR,10,NORTHWEST,TOTAL,SURVEY,COUNTY,4773700.0,55.9
WHEAT,YEAR,2017,20,KANSAS,41,DICKINSON,50,CENTRAL,TOTAL,SURVEY,COUNTY,6887600.0,58.5
WHEAT,YEAR,2017,20,KANSAS,45,DOUGLAS,80,EAST CENTRAL,TOTAL,SURVEY,COUNTY,112000.0,46.3
WHEAT,YEAR,2017,20,KANSAS,47,EDWARDS,60,SOUTH CENTRAL,TOTAL,SURVEY,COUNTY,5097000.0,52.3
WHEAT,YEAR,2017,20,KANSAS,49,ELK,90,SOUTHEAST,TOTAL,SURVEY,COUNTY,153000.0,54.1
WHEAT,YEAR,2017,20,KANSAS,53,ELLSWORTH,50,CENTRAL,TOTAL,SURVEY,COUNTY,3774400.0,49.5
WHEAT,YEAR,2017,20,KANSAS,57,FORD,30,SOUTHWEST,TOTAL,SURVEY,COUNTY,8624000.0,52.5
WHEAT,YEAR,2017,20,KANSAS,59,FRANKLIN,80,EAST CENTRAL,TOTAL,SURVEY,COUNTY,164000.0,47.4
WHEAT,YEAR,2017,20,KANSAS,61,GEARY,80,EAST CENTRAL,TOTAL,SURVEY,COUNTY,364600.0,58.3
WHEAT,YEAR,2017,20,KANSAS,67,GRANT,30,SOUTHWEST,TOTAL,SURVEY,COUNTY,2196000.0,37.3
WHEAT,YEAR,2017,20,KANSAS,69,GRAY,30,SOUTHWEST,TOTAL,SURVEY,COUNTY,6056000.0,54.2
WHEAT,YEAR,2017,20,KANSAS,71,GREELEY,20,WEST CENTRAL,TOTAL,SURVEY,COUNTY,2776000.0,26.4
